index,Time,Open,High,Low,Close,avg_pr,vol_en,instrument_token,instrument_name,vol,oi_avg,depth_buy,depth_sell,db_vs_v,ds_vs_v,oi_vs_v,b_vs_s_net,med_pr,med_pr_ch,med_pr_pct,vol_act,vol_act_ch,vol_act_pct,ha_close,ha_high,ha_open,vi_diff,dcli,dchi,wa_jaw,wa_teeth,wa_lips,ema,kama,p_sar,aroondown,aroonup,st_10_3,st_11_2,st_7_3,Action
10,5/19/2020 9:30,2416,2418,2415,2418,2416.680851,4277,55699207,Copper,116,3625,140,174,1.206896552,1.5,31.25,249.712766,2417,0.165768753,2.998342312,117,23.15789474,-0.816484608,2416.75,2418,2413.5,0.200307553,2404,2418,2411.879066,2411.879066,2412.247547,,,2407.594,,,2427.54,0,2421.285714,FLAT
11,5/19/2020 9:31,2418,2431,2418,2431,2424.958333,4701,55699207,Copper,423,3647,132,162,0.312056738,0.382978723,8.621749409,357.1875,2426.5,0.393049235,1.371069508,424,262.3931624,10.33061383,2424.5,2431,2417,0.330540545,2404,2431,2413.45178,2413.45178,2414.16539,,,2408.155924,,,2411.444,2435.227273,2413.089635,FLAT
12,5/19/2020 9:32,2430,2432,2426,2429,2428.909091,4952,55699207,Copper,222,3681,140,150,0.630630631,0.675675676,16.58108108,362.8282828,2429,0.103029054,-0.737872396,251,-40.80188679,-1.155499047,2429.25,2432,2424.5,0.661538462,2404,2432,2415.301076,2415.301076,2416.416442,,,2409.800697,,,2415.8096,2435.227273,2417.505402,FLAT
13,5/19/2020 9:33,2429,2430,2428,2429,2429.242105,5078,55699207,Copper,124,3711,195,180,1.572580645,1.451612903,29.92741935,396.1368421,2429,0,-1,126,-49.80079681,0.220551321,2429,2430,2429.5,0.707692308,2404,2432,2416.86472,2416.86472,2418.276177,,,2411.798635,,,2416.64864,2435.227273,2418.576059,FLAT
14,5/19/2020 9:34,2429,2434,2429,2433,2431.479592,5259,55699207,Copper,149,3785,193,191,1.295302013,1.281879195,25.40268456,390.9285714,2432,0.123507616,0,181,43.65079365,-1.876507937,2431.25,2434,2429,0.734375,2404,2434,2418.475296,2418.475296,2420.186988,,,2413.616758,14.28571429,100,2419.183776,2435.227273,2421.136622,FLAT
15,5/19/2020 9:35,2432,2432,2426,2426,2428.568421,5536,55699207,Copper,267,3877,161,220,0.602996255,0.823970037,14.52059925,86.07368421,2428,-0.164473684,-2.331688596,277,53.03867403,0.215067805,2429,2432,2431,0.476923077,2404,2434,2419.596379,2419.596379,2421.436092,,,2415.818148,7.142857143,92.85714286,2419.183776,2435.227273,2421.136622,FLAT
16,5/19/2020 9:36,2427,2428,2426,2428,2427.455556,5642,55699207,Copper,105,3925,187,177,1.780952381,1.685714286,37.38095238,191.0111111,2427,-0.041186161,-0.749588138,106,-61.73285199,-2.16392148,2427.25,2428,2429,0.349206349,2407,2434,2420.362337,2420.362337,2422.211709,,,2417.781788,0,85.71428571,2419.183776,2435.227273,2421.136622,FLAT
17,5/19/2020 9:37,2428,2428,2423,2424,2426.072165,5901,55699207,Copper,254,3939,186,214,0.732283465,0.842519685,15.50787402,62.65979381,2427,0,-1,259,144.3396226,-3.338133069,2425.75,2428,2427.5,0.383333333,2407,2434,2420.880126,2420.880126,2422.663593,,,2419.533355,28.57142857,78.57142857,2419.183776,2435.227273,2421.136622,FLAT
18,5/19/2020 9:38,2425,2425,2424,2425,2424.611111,6040,55699207,Copper,138,3937,169,189,1.224637681,1.369565217,28.52898551,51.64444444,2425,-0.082406263,0,139,-46.33204633,-1.320993262,2424.75,2425,2426,0.525423729,2407,2434,2421.236446,2421.236446,2422.91286,,,2421.095752,21.42857143,71.42857143,2419.183776,2433.732297,2421.136622,FLAT
19,5/19/2020 9:39,2425,2426,2425,2426,2425.183908,6123,55699207,Copper,82,4017,183,191,2.231707317,2.329268293,48.98780488,115.9425287,2425,0,-1,83,-40.28776978,-0.130455635,2425.5,2426,2425,0.557692308,2407,2434,2421.647289,2421.647289,2423.260298,,,2422.489411,14.28571429,64.28571429,2419.183776,2433.732297,2421.136622,FLAT
20,5/19/2020 9:40,2426,2426,2425,2425,2425.813333,6162,55699207,Copper,38,4039,187,251,4.921052632,6.605263158,106.2894737,17.85333333,2426,0.041237113,0,39,-53.01204819,0.315834768,2425.5,2426,2425.5,0.529411765,2407,2434,2422.011463,2422.011463,2423.558308,,,2423.732555,7.142857143,57.14285714,2419.183776,2433.477105,2421.136622,FLAT
21,5/19/2020 9:41,2425,2426,2424,2425,2424.943182,6264,55699207,Copper,100,4067,204,222,2.04,2.22,40.67,76.59090909,2425,-0.041220115,-1.999587799,102,161.5384615,-4.047202797,2425,2426,2425.5,0.479166667,2411,2434,2422.289066,2422.289066,2423.748603,,,2434,0,50,2419.183776,2432.61555,2421.136622,FLAT
22,5/19/2020 9:42,2425,2426,2424,2425,2424.849315,6303,55699207,Copper,38,4101,252,182,6.631578947,4.789473684,107.9210526,197.109589,2425,0,-1,39,-61.76470588,-1.382352941,2425,2426,2425,0.361702128,2411,2434,2422.536925,2422.536925,2423.912632,2427.101896,,2433.82,7.142857143,42.85714286,2419.183776,2432.286864,2421.136622,FLAT
23,5/19/2020 9:43,2425,2425,2422,2422,2423.012048,6411,55699207,Copper,107,4114,220,176,2.056074766,1.644859813,38.44859813,117.3614458,2422,-0.12371134,0,108,176.9230769,-3.864468864,2423.5,2425,2425,-0.054054054,2415,2434,2422.623719,2422.623719,2423.858872,2426.061535,,2433.64324,0,35.71428571,2419.183776,2430.669876,2421.136622,FLAT
24,5/19/2020 9:44,2423,2425,2422,2425,2423.658537,6451,55699207,Copper,38,4122,232,148,6.105263158,3.894736842,108.4736842,231.0487805,2423,0.041288192,-1.333746215,40,-62.96296296,-1.355877617,2423.75,2425,2423.5,-0.323529412,2418,2434,2422.701663,2422.701663,2423.812362,2426.072601,,2433.224083,0,28.57142857,2419.183776,2430.563524,2421.136622,FLAT
25,5/19/2020 9:45,2425,2426,2424,2425,2425.052632,6514,55699207,Copper,62,4142,216,156,3.483870968,2.516129032,66.80645161,231.6973684,2425,0.082542303,0.999174577,63,57.5,-1.913235294,2425,2426,2424,-0.235294118,2422,2434,2422.903666,2422.903666,2423.965576,2426.055137,,2432.820016,0,21.42857143,2419.183776,2430.563524,2421.136622,FLAT
26,5/19/2020 9:46,2424,2424,2423,2424,2423.472222,6554,55699207,Copper,39,4145,214,171,5.487179487,4.384615385,106.2820513,111.2638889,2423,-0.082474227,-1.999175258,40,-36.50793651,-1.634920635,2423.75,2424,2425,-0.516129032,2422,2434,2422.95551,2422.95551,2423.905753,2425.733635,2424.961311,2432.430496,85.71428571,14.28571429,2419.183776,2430.031838,2421.136622,FLAT
27,5/19/2020 9:47,2424,2426,2423,2426,2425.134146,6629,55699207,Copper,73,4179,194,175,2.657534247,2.397260274,57.24657534,145.2073171,2426,0.123813454,-2.501238135,75,87.5,-3.39673913,2424.75,2426,2424,-0.333333333,2422,2434,2423.088453,2423.088453,2423.981843,2426.030463,2425.014395,2432.054998,78.57142857,7.142857143,2419.183776,2430.031838,2421.136622,FLAT
28,5/19/2020 9:48,2426,2427,2425,2426,2426.455882,6700,55699207,Copper,70,4197,205,156,2.928571429,2.228571429,59.95714286,238.0294118,2427,0.041220115,-0.667078868,71,-5.333333333,-1.060952381,2426,2427,2425,-0.074074074,2422,2432,2423.336793,2423.336793,2424.239474,2426.242263,2425.050458,2431.693018,71.42857143,0,2419.183776,2430.031838,2421.136622,FLAT
29,5/19/2020 9:49,2427,2431,2420,2420,2426.329412,6924,55699207,Copper,218,4194,142,225,0.651376147,1.032110092,19.23853211,-55.30588235,2426,-0.041203131,-1.999587969,224,215.4929577,-41.40492958,2424.5,2431,2426,0,2420,2431,2423.519772,2423.519772,2424.399962,2424.684031,2425.003711,2431.344069,100,0,2419.183776,2430.031838,2429.07309,FLAT
30,5/19/2020 9:50,2420,2421,2418,2419,2419.557895,7302,55699207,Copper,377,4312,174,160,0.461538462,0.424403183,11.43766578,-197.4421053,2420,-0.247320692,5.002473207,378,68.75,-0.680964052,2419.5,2421,2423.5,-0.285714286,2418,2431,2423.182338,2423.182338,2423.777551,2423.173485,2424.972115,2431,100,92.85714286,2428.497372,2427.035303,2427.018836,BEAR
31,5/19/2020 9:51,2420,2424,2420,2423,2421.738636,7340,55699207,Copper,32,4390,174,118,5.4375,3.6875,137.1875,-79.18181818,2422,0.082644628,-1.33415978,38,-89.94708995,-2.308321308,2421.75,2424,2419.5,-0.179487179,2418,2431,2423.083781,2423.083781,2423.552216,2423.129285,2424.911878,2431,92.85714286,85.71428571,2428.497372,2427.035303,2427.018836,BEAR
32,5/19/2020 9:52,2424,2425,2423,2425,2424.28,7367,55699207,Copper,26,4390,173,130,6.653846154,5,168.8461538,-97.94666667,2424,0.082576383,-0.000825764,27,-28.94736842,-0.678173375,2424.25,2425,2421.5,-0.075,2418,2431,2423.159667,2423.159667,2423.60888,2423.662625,2424.915716,2430.064,85.71428571,78.57142857,2428.497372,2427.035303,2427.018836,BEAR
33,5/19/2020 9:53,2425,2426,2424,2425,2424.695652,7404,55699207,Copper,36,4395,159,165,4.416666667,4.583333333,122.0833333,-198.2173913,2425,0.041254125,-0.500412541,37,37.03703704,-2.279461279,2425,2426,2424.5,0,2418,2431,2423.311198,2423.311198,2423.784646,2424.076138,2424.918268,2429.195392,78.57142857,71.42857143,2428.497372,2427.035303,2427.018836,BEAR
34,5/19/2020 9:54,2425,2429,2425,2428,2427.478723,7506,55699207,Copper,100,4408,160,178,1.6,1.78,44.08,-165.5744681,2428,0.12371134,1.998762887,102,175.6756757,3.743243243,2426.75,2429,2425,0.095238095,2418,2431,2423.613295,2423.613295,2424.190354,2425.246141,2425.063786,2418,71.42857143,64.28571429,2428.497372,2419.811896,2419.989416,FLAT
35,5/19/2020 9:55,2428,2431,2428,2431,2429.840909,7597,55699207,Copper,90,4417,162,186,1.8,2.066666667,49.07777778,-120.9545455,2430,0.082372323,-0.334157057,91,-10.78431373,-1.061387632,2429.5,2431,2426.5,0.285714286,2418,2431,2424.093006,2424.093006,2424.859528,2427.001087,2425.326801,2418.198,64.28571429,100,2421.077102,2422.419905,2422.633785,BULL
36,5/19/2020 9:56,2431,2432,2430,2431,2431.548387,7661,55699207,Copper,63,4430,189,177,3,2.80952381,70.31746032,-26.03225806,2432,0.082304527,-0.000823045,64,-29.67032967,1.751248751,2431,2432,2429.5,0.365853659,2418,2432,2424.653301,2424.653301,2425.632614,2428.352235,2425.528959,2418.658872,57.14285714,100,2422.939392,2424.199914,2424.543245,BULL
37,5/19/2020 9:57,2431,2433,2431,2433,2432.136364,7719,55699207,Copper,54,4438,209,209,3.87037037,3.87037037,82.18518519,-73.18181818,2432,0,-1,58,-9.375,-0.684027778,2432,2433,2431,0.341463415,2418,2433,2425.246775,2425.246775,2426.433548,2429.950342,2425.58639,2419.379293,50,100,2424.265453,2425.454467,2425.89421,BULL
38,5/19/2020 9:58,2433,2433,2431,2432,2432.116279,7756,55699207,Copper,36,4442,192,224,5.333333333,6.222222222,123.3888889,-185.6046512,2432,0,0,37,-36.20689655,2.862068966,2432.25,2433,2432,0.414634146,2418,2433,2425.79021,2425.79021,2427.133184,2430.882706,2425.650445,2420.359984,42.85714286,100,2424.558907,2425.685879,2426.195037,BULL
39,5/19/2020 9:59,2432,2433,2431,2433,2432.202532,7803,55699207,Copper,46,4448,228,214,4.956521739,4.652173913,96.69565217,-113.8734177,2432,0,0,47,27.02702703,-1.746460746,2432.25,2433,2432.5,0.375,2418,2433,2426.288149,2426.288149,2427.744464,2431.860725,2425.74073,2421.270065,35.71428571,100,2424.823017,2425.896254,2426.452889,BULL
40,5/19/2020 10:00,2432,2442,2432,2440,2437.557895,8460,55699207,Copper,655,4390,225,211,0.34351145,0.322137405,6.702290076,126.5157895,2439,0.287828947,0,657,1297.87234,47.0212766,2436.5,2442,2432.5,0.458333333,2418,2442,2427.144296,2427.144296,2428.906276,2434.576094,2426.024836,2422.11462,28.57142857,100,2428.140715,2429.632958,2429.38819,BULL
41,5/19/2020 10:01,2440,2448,2440,2447,2442.69697,8988,55699207,Copper,527,4418,172,257,0.326375712,0.487666034,8.383301708,-4.949494949,2442,0.12300123,-0.572658584,528,-19.6347032,-1.015128378,2443.75,2448,2436,0.822222222,2418,2448,2428.48746,2428.48746,2430.799936,2438.636777,2427.84313,2423.904304,21.42857143,100,2434.106643,2435.848144,2435.189877,BULL
42,5/19/2020 10:02,2447,2448,2440,2441,2445.06,9245,55699207,Copper,249,4401,169,299,0.678714859,1.200803213,17.6746988,-69.71,2446,0.163800164,0.331695332,257,-51.32575758,1.61403277,2444,2448,2443.5,0.98,2418,2448,2429.720187,2429.720187,2432.455255,2440.037933,2428.354738,2426.50664,14.28571429,100,2434.106643,2435.848144,2435.189877,BULL
43,5/19/2020 10:03,2441,2445,2438,2445,2441.326531,9677,55699207,Copper,430,4489,166,218,0.386046512,0.506976744,10.43953488,-19.30612245,2441,-0.204415372,-2.247955846,432,68.09338521,-2.32669031,2442.25,2445,2444,0.75,2418,2448,2430.653912,2430.653912,2433.589032,2442.199993,2429.648944,2428.827923,7.142857143,92.85714286,2434.106643,2435.848144,2435.189877,BULL
44,5/19/2020 10:04,2443,2444,2442,2442,2443.305263,9774,55699207,Copper,96,4499,180,256,1.875,2.666666667,46.86458333,-26.92631579,2443,0.081933634,-1.400819336,97,-77.5462963,-2.138822751,2442.75,2444,2443,0.716981132,2420,2448,2431.630237,2431.630237,2434.7683,2442.962179,2430.315612,2430.898507,0,85.71428571,2434.106643,2435.848144,2435.189877,BULL
45,5/19/2020 10:05,2442,2442,2439,2439,2440.622449,9968,55699207,Copper,193,4536,212,239,1.098445596,1.238341969,23.50259067,-36.89795918,2441,-0.081866558,-1.999181334,194,100,-2.289552239,2440.5,2442,2442.5,0.574074074,2423,2448,2432.330146,2432.330146,2435.486306,2442.633041,2430.62507,2432.745468,0,78.57142857,2434.106643,2435.848144,2435.189877,BULL
46,5/19/2020 10:06,2440,2440,2435,2435,2437.042553,10114,55699207,Copper,145,4628,151,236,1.04137931,1.627586207,31.91724138,-261.3297872,2437,-0.163867268,1.001638673,146,-24.74226804,-1.24742268,2437.5,2440,2440.5,0.381818182,2424,2448,2432.737288,2432.737288,2435.738492,2441.175302,2430.731199,2434.392958,0,71.42857143,2434.106643,2446.367102,2446.86238,FLAT
47,5/19/2020 10:07,2436,2439,2435,2438,2436.905882,10174,55699207,Copper,59,4652,178,230,3.016949153,3.898305085,78.84745763,-177.9647059,2438,0.041034058,-1.250410341,60,-58.90410959,1.380707763,2437,2439,2437.5,0.267857143,2425,2448,2433.072376,2433.072376,2435.89644,2440.837506,2430.961413,2448,0,64.28571429,2434.106643,2445.788274,2446.167754,FLAT
48,5/19/2020 10:08,2438,2438,2436,2437,2436.837209,10216,55699207,Copper,40,4669,231,257,5.775,6.425,116.725,-136.127907,2437,-0.041017227,-1.999589828,42,-30,-0.490697674,2437.25,2438,2437,0.214285714,2428,2448,2433.380604,2433.380604,2436.034584,2440.244468,2431.131322,2447.766,0,57.14285714,2434.106643,2445.352977,2445.429503,FLAT
49,5/19/2020 10:09,2438,2439,2436,2439,2437.597826,10346,55699207,Copper,129,4710,247,235,1.914728682,1.821705426,36.51162791,-107.0978261,2437,0,-1,130,209.5238095,-7.984126984,2438,2439,2437.5,0.192982456,2430,2448,2433.70338,2433.70338,2436.217992,2440.311122,2431.487888,2447.536212,0,50,2434.106643,2445.352977,2445.429503,FLAT
50,5/19/2020 10:10,2439,2443,2438,2439,2440.362637,10491,55699207,Copper,144,4730,190,250,1.319444444,1.736111111,32.84722222,-197.2087912,2440,0.123102175,0,145,11.53846154,-0.94493007,2439.75,2443,2438.5,0.283333333,2431,2448,2434.235168,2434.235168,2436.753834,2440.327813,2431.765522,2447.31056,0,42.85714286,2434.106643,2445.352977,2445.429503,FLAT
51,5/19/2020 10:11,2439,2439,2435,2437,2436.955056,10627,55699207,Copper,129,4785,197,242,1.527131783,1.875968992,37.09302326,-265.4157303,2437,-0.12295082,-1.998770492,136,-6.206896552,-1.537931034,2437.5,2439,2439,0.161290323,2431,2448,2434.451212,2434.451212,2436.784635,2439.740288,2431.918186,2447.08897,14.28571429,35.71428571,2434.106643,2445.280223,2445.30546,FLAT
52,5/19/2020 10:12,2438,2438,2436,2438,2437.098901,10688,55699207,Copper,60,4796,221,206,3.683333333,3.433333333,79.93333333,-141.0879121,2437,0,-1,61,-55.14705882,7.884803922,2437.5,2438,2438,0,2431,2448,2434.650132,2434.650132,2436.811578,2439.538799,2432.134259,2446.871369,7.142857143,28.57142857,2434.106643,2444.891112,2444.690394,FLAT
53,5/19/2020 10:13,2438,2440,2438,2438,2438.946667,10734,55699207,Copper,42,4806,203,197,4.833333333,4.69047619,114.4285714,-158.56,2439,0.082068117,0,46,-24.59016393,-0.554098361,2438.5,2440,2438,-0.208333333,2432,2448,2434.989237,2434.989237,2437.085333,2439.358116,2432.311847,2446.657684,0,21.42857143,2434.106643,2444.891112,2444.690394,FLAT
54,5/19/2020 10:14,2438,2438,2437,2438,2437.485714,10765,55699207,Copper,29,4822,275,170,9.482758621,5.862068966,166.2758621,-0.828571429,2437,-0.08200082,-1.999179992,31,-32.60869565,0.326086957,2437.75,2438,2438,-0.317073171,2435,2448,2435.184768,2435.184768,2437.1372,2439.196607,2432.484057,2446.447846,0,14.28571429,2434.106643,2444.533977,2443.925596,FLAT
55,5/19/2020 10:15,2438,2443,2437,2442,2439.987805,10841,55699207,Copper,69,4822,197,199,2.855072464,2.884057971,69.88405797,-122.5121951,2439,0.082068117,-2.000820681,76,145.1612903,-5.451612903,2440,2443,2438,-0.075,2435,2448,2435.559406,2435.559406,2437.495252,2440.188742,2433.185527,2446.241784,71.42857143,7.142857143,2434.106643,2444.533977,2443.925596,FLAT
56,5/19/2020 10:16,2442,2443,2441,2443,2442.037975,10895,55699207,Copper,53,4830,167,223,3.150943396,4.20754717,91.13207547,-162.721519,2442,0.12300123,0.498769988,54,-28.94736842,-1.199415205,2442.25,2443,2440,-0.051282051,2435,2445,2436.060061,2436.060061,2438.058625,2441.225982,2434.012761,2446.039432,64.28571429,0,2434.106643,2444.533977,2443.925596,FLAT
57,5/19/2020 10:17,2442,2444,2441,2443,2442.216867,10944,55699207,Copper,48,4847,173,245,3.604166667,5.104166667,100.9791667,-216.7590361,2442,0,-1,49,-9.259259259,-0.68013468,2442.5,2444,2442.5,0.102564103,2435,2444,2436.56026,2436.56026,2438.614037,2442.010609,2434.645,2445.840723,57.14285714,0,2434.117671,2444.533977,2443.925596,FLAT
58,5/19/2020 10:18,2442,2443,2440,2442,2442.162791,11146,55699207,Copper,200,4887,186,226,0.93,1.13,24.435,-200.4534884,2442,0,0,202,312.244898,-34.72244898,2441.75,2443,2442.5,0.216216216,2435,2444,2436.943649,2436.943649,2438.974919,2442.311778,2435.061677,2445.64559,50,92.85714286,2434.117671,2444.533977,2443.925596,FLAT
59,5/19/2020 10:19,2442,2447,2442,2447,2444.448276,11249,55699207,Copper,102,4960,154,207,1.509803922,2.029411765,48.62745098,-132.4367816,2445,0.122850123,0,103,-49.00990099,-1.156959814,2444.5,2447,2442,0.394736842,2435,2447,2437.529718,2437.529718,2439.665783,2443.940146,2435.941712,2435,42.85714286,100,2435.862314,2437.258395,2437.448924,BULL
60,5/19/2020 10:20,2448,2450,2446,2448,2448.154639,11447,55699207,Copper,173,4949,133,248,0.768786127,1.433526012,28.60693642,-156.7938144,2448,0.122699387,-0.001226994,198,92.23300971,-2.881926057,2448,2450,2444.5,0.55,2435,2450,2438.341274,2438.341274,2440.707863,2445.462466,2436.749085,2435.216,35.71428571,100,2439.266082,2440.68945,2440.813364,BULL
61,5/19/2020 10:21,2447,2448,2443,2445,2445.763441,11516,55699207,Copper,68,4929,138,196,2.029411765,2.882352941,72.48529412,-178.1075269,2446,-0.081699346,-1.665849673,69,-65.15151515,-1.706379585,2445.75,2448,2448,0.380952381,2435,2450,2438.895824,2438.895824,2441.307032,2445.7604,2437.080726,2435.748224,28.57142857,92.85714286,2439.266082,2440.68945,2440.813364,BULL
62,5/19/2020 10:22,2445,2446,2443,2446,2444.848837,11584,55699207,Copper,63,4928,166,183,2.634920635,2.904761905,78.22222222,-153.5232558,2445,-0.040883074,-0.499591169,68,-1.449275362,-0.977755308,2445,2446,2446,0.2,2435,2450,2439.329716,2439.329716,2441.706242,2446.239739,2437.466184,2436.261288,21.42857143,85.71428571,2439.266082,2440.68945,2440.813364,BULL
63,5/19/2020 10:23,2447,2447,2442,2442,2443.939024,11635,55699207,Copper,50,4927,153,208,3.06,4.16,98.54,-267.4634146,2444,-0.040899796,0.000408998,51,-25,16.25,2444.5,2447,2445.5,0.365853659,2435,2450,2439.729814,2439.729814,2442.055529,2445.441166,2437.565346,2436.755882,14.28571429,78.57142857,2439.266082,2440.68945,2440.813364,BULL
64,5/19/2020 10:24,2441,2442,2440,2440,2440.820513,11676,55699207,Copper,40,4927,174,206,4.35,5.15,123.175,-298.0512821,2441,-0.122749591,2.001227496,41,-19.60784314,-0.215686275,2440.75,2442,2444.5,0.195121951,2435,2450,2439.828061,2439.828061,2441.923566,2444.219911,2437.611379,2437.23267,7.142857143,71.42857143,2439.266082,2448.317089,2448.204448,FLAT
65,5/19/2020 10:25,2440,2443,2440,2440,2441.15,11743,55699207,Copper,66,4958,186,181,2.818181818,2.742424242,75.12121212,-209.0625,2441,0,-1,67,63.41463415,-4.234146341,2440.75,2443,2440.5,0.119047619,2436,2450,2439.957328,2439.957328,2441.870612,2443.245642,2437.651352,2437.692294,0,64.28571429,2439.266082,2448.317089,2448.204448,FLAT
66,5/19/2020 10:26,2441,2441,2437,2437,2439.197531,11897,55699207,Copper,153,4994,177,209,1.156862745,1.366013072,32.64052288,-380.4938272,2440,-0.040966817,0,154,129.8507463,1.047646383,2439,2441,2440,0.066666667,2437,2450,2439.883341,2439.883341,2441.511739,2441.619198,2437.645581,2450,0,57.14285714,2447.694142,2446.270321,2446.170615,BEAR
67,5/19/2020 10:27,2438,2446,2438,2446,2443.3125,11974,55699207,Copper,73,5005,136,196,1.863013699,2.684931507,68.56164384,-326.6145833,2444,0.163934426,-5.001639344,77,-50,-1.385057471,2442,2446,2439,0.083333333,2437,2450,2440.046868,2440.046868,2441.572778,2442.901585,2437.691422,2449.766,92.85714286,50,2447.694142,2446.270321,2446.170615,BEAR
68,5/19/2020 10:28,2445,2445,2443,2445,2444.19403,12011,55699207,Copper,34,5009,113,226,3.323529412,6.647058824,147.3235294,-423.0447761,2444,0,-1,37,-51.94805195,0.038961039,2444.5,2445,2442,0.081632653,2437,2450,2440.352175,2440.352175,2441.876211,2443.609056,2437.773609,2449.536212,85.71428571,42.85714286,2447.694142,2446.270321,2446.170615,BEAR
69,5/19/2020 10:29,2445,2447,2445,2445,2445.84507,12046,55699207,Copper,33,5011,137,250,4.151515152,7.575757576,151.8484848,-385.2112676,2446,0.081833061,0,35,-5.405405405,-0.895945946,2445.5,2447,2445,0.145833333,2437,2450,2440.788231,2440.788231,2442.39173,2444.14851,2437.803687,2449.31056,78.57142857,35.71428571,2447.694142,2446.270321,2446.170615,BEAR
70,5/19/2020 10:30,2445,2446,2437,2438,2440.457447,12125,55699207,Copper,77,5023,165,177,2.142857143,2.298701299,65.23376623,-456.5744681,2439,-0.286181521,-4.497138185,79,125.7142857,-24.25714286,2441.5,2446,2445,0,2437,2450,2440.843169,2440.843169,2442.280255,2442.566734,2437.805895,2449.08897,100,28.57142857,2447.694142,2446.270321,2446.170615,BEAR
71,5/19/2020 10:31,2438,2440,2431,2432,2435.436782,12320,55699207,Copper,187,5039,189,192,1.010695187,1.026737968,26.94652406,-581.4252874,2436,-0.12300123,-0.570198559,195,146.835443,0.168009206,2435.25,2440,2441.5,-0.310344828,2431,2450,2440.430861,2440.430861,2441.432667,2439.621989,2437.702242,2448.871369,100,21.42857143,2447.06866,2444.966257,2445.940692,BEAR
